GSM3378079	GSM3378080	GSM3378081	GSM3378082	GSM3378083	GSM3378084
LOC105376456	0	0	0	0	0	0
PRTFDC1	0.03474	0.03996	0	0.06928	0	0.03086
THNSL1	26.18	28.79	15.24	15.8	26.01	27.1
ENKUR	0.4863	0.4143	0.1492	0.1257	0.3002	0.416
LINC01516	0.1131	0.1041	0.1666	0.1805	0.33	0.2613
GPR158-AS1	2.575	2.166	5.503	5.798	9.864	9.592
GPR158	10.67	10.61	21.1	20.69	38.92	41.09
LINC00836	0.02338	0.02689	0.1076	0	0.341	0.4362
LOC105376460	0	0	0	0	0	0
LOC101929073	0	0	0	0	0	0
MYO3A	0	0	0	0	0	0
GAD2	0	0	0	0	0	0
LOC107984176	0	0	0	0	0	0
APBB1IP	0	0	0	0.02447	0.1278	0.1526
LINC03028	0	0	0	0	0	0
FAM238A	0.06208	0.07141	0	0	0	0
LOC102724202	0	0	0	0	0	0
LOC105376461	0	0	0	0	0	0
FAM238B	0.01104	0.01269	0.02031	0.02201	0.0115	0.02941
SELENOOLP	0	0	0	0	0	0.03489
PDSS1	8.229	8.509	6.211	5.835	11.78	12.35
ABI1	26.7	25.33	26.63	25.89	21.3	21.65
FAM238C	0.09304	0.1284	0.06849	0.1113	0.1357	0.09918
ANKRD26	1.481	1.483	0.9529	0.9709	1.594	1.759
YME1L1	64.53	67.28	66.61	64.55	60.03	62.88
MASTL	10.9	11.99	5.765	6.591	17.68	17.42
ACBD5	15.92	17.4	14.29	13.61	16.21	17.21
LRRC37A6P	0.167	0.1921	0.1537	0.2082	0.2283	0.2596
ODAD2P1	0.01697	0.03903	0	0	0.03535	0
LOC102724245	0	0	0	0	0	0
LINC02673	0	0	0	0	0	0
PTCHD3	0	0	0	0	0	0
RAB18	100.2	102.6	87.94	84.44	73.29	71.37
LINC02680	0.6389	0.7087	0.147	0.3641	0.07131	0.04054
MKX	0	0.0173	0	0	0	0.01336
MKX-AS1	0	0	0	0	0	0
ODAD2	0.06811	0.1724	0.07521	0.04075	0.1419	0.1694
LOC112268060	0	0.305	0	0	0.2763	0.2356
MPP7	4.925	5.157	3.079	2.945	4.19	4.576
SNORD130	0	0	0	0	0	0
MIR8086	0	0	0	0	0	0
MPP7-DT	0.1114	0.1282	0.08205	0.06668	0.06966	0.09901
LOC105376467	0	0	0	0	0	0
LINC02652	0	0	0	0	0	0
LOC107984216	0	0	0	0	0	0
WAC-AS1	34.53	33.9	26.66	25.91	30.94	33.46
WAC	72.94	73.34	63.95	61.84	69.23	72.66
BAMBI	28.28	30.24	10.12	11.32	19.01	17.09
LOC105376470	0.1811	0	0	0	0	0
LOC107984170	0.08235	0	0	0	0	0
LINC01517	0	0	0	0	0	0
LINC00837	0	0	0	0	0	0
C10orf126	0	0	0	0	0	0
LOC107984174	0	0	0	0	0	0
LOC107984171	0	0.06845	0.05476	0	0.186	0.2115
LOC105376471	0.1565	0.18	0.108	0.234	0.2038	0.3823
LOC105376472	0	0	0	0	0	0
LYZL1	0	0	0	0	0	0
LOC107984217	0	0.2292	0.1834	0	0	0.177
LOC105376473	0	0	0	0	0	0
LOC105376474	0.421	1.09	0.2906	0.5248	0.4386	0.2805
SVIL-AS1	4.52	3.938	4.128	4.215	4.351	4.432
SVIL	2.634	2.732	1.037	1.113	1.42	1.594
MIR604	0	0	0	0	0	0
MIR938	0	0	0	0	0	0
LOC105376475	0	0	0	0	0	0
LOC105376476	0	0	0	0	0	0
LOC102724333	0	0	0	0	0	0
LOC107984172	0	0	0	0	0	0
LOC107984173	0	0	0	0	0	0
LOC107984218	0	0	0	0	0	0
JCAD	1.016	1.306	0.3546	0.4262	0.9781	0.9212
LOC101929256	0	0.01236	0	0	0	0
LOC105376477	0	0	0	0	0	0
LOC101929279	0	0	0	0	0	0
MTPAP	17.08	17.51	12.5	12.69	17.28	19.52
GOLGA2P6	0.8175	0.6717	0.1505	0.1863	0.04866	0.083
MIR7162	1.952	1.123	0	0	0	0.8673
MAP3K8	6.699	6.533	1.324	1.392	1.651	1.811
LOC105376478	0	0	0	0	0	0
LOC105376479	0.5715	0.1878	0.07513	0.1628	0	0
LYZL2	0	0	0	0	0	0
SVIL2P	0.1601	0.1842	0.03683	0.07982	0.1251	0.1067
LINC02644	0	0	0	0	0	0
ZNF438	1.759	1.609	1	1.06	1.295	1.323
LOC105376481	0.04642	0.1068	0.02848	0.07715	0.1612	0.08248
LOC105376482	0	0	0	0	0	0
LOC105376483	0.01803	0	0	0	0	0
LINC02664	0	0	0	0	0	0
ZEB1-AS1	5.707	4.997	4.794	4.975	5.312	5.364
ZEB1	0.4008	0.3199	0.2936	0.3018	0.3408	0.3197
LOC100505502	0	0	0	0	0.0255	0
LOC105376484	0	0	0	0	0	0
MACORIS	0	0	0	0	0	0
ARHGAP12	14.98	14.49	10.73	9.868	11.15	11.12
LOC107984219	43.51	43.43	30.33	28.77	28.48	31.66
LOC105376485	0.03948	0	0	0	0	0
KIF5B	216.2	221.6	149.4	144.7	151	161.4
EPC1	20.18	20.63	15.21	15.59	16.26	16.7
EPC1-AS1	0	0	0	0	0.2355	0
LOC101929431	0.1938	0.223	0.1529	0.2071	0.101	0.1845
CCDC7	1.233	1.17	1.275	1.141	1.245	1.135
LOC105376486	0.662	0.5077	1.091	1.045	0.8333	0.5146
ITGB1	251.9	257.9	308.8	304.3	231.2	237.8
SNORA86	192.9	205.1	239.5	193.8	177.2	205.8
ITGB1-DT	2.011	2.042	1.215	1.567	1.817	1.661
IATPR	0	0	0	0	0	0
NRP1	84.62	85.56	97.52	97.52	112.9	114.9
LOC105376489	0	0.05874	0.04699	0	0.1064	0
LINC02628	0	0	0	0	0	0
LINC00838	0	0	0	0	0	0
PARD3	2.526	2.211	2.577	2.771	2.632	2.615
PARD3-DT	2.998	4.598	2.391	1.993	3.54	2.308
LINC02635	2.42	3.191	2.102	2.359	2.125	2.223
CUL2	30.4	30.6	27.44	27.92	35.57	36.37
MIR3611	0	0	0	0	0	0
CREM	5.257	5.221	6.062	5.929	4.967	4.568
LINC02634	0	0	0	0	0.07117	0
CCNY	30.9	32.09	25.92	23.38	32.54	31.9
LOC107984220	1.12	1.196	0.8098	1.117	1.083	1.706
LOC107984221	0.04742	0	0.04364	0.02364	0.0741	0
GJD4	0	0.04699	0	0	0.04255	0
FZD8	1.586	1.435	3.366	3.141	1.784	2.122
MIR4683	3.326	5.739	9.183	6.634	1.733	2.955
LOC105376494	0.2621	0.1884	0.1809	0.3267	0.2389	0.2328
LOC107984188	0	0	0	0	0	0
PCAT5	0	0.02183	0	0	0.01977	0
LINC02630	0	0	0	0	0	0
LOC107984222	0	0	0	0	0	0.03945
LOC105376496	0	0	0	0	0	0
ANKRD30A	0.005183	0	0.00477	0	0	0.004605
LOC101929498	0	0	0	0	0	0
LINC00993	0	0	0	0	0	0
LOC107984175	0	0	0	0	0	0
LOC107984223	0	0	0	0	0	0
LOC105376497	0	0	0	0	0	0
MTRNR2L7	0	0	0	0	0	0
LOC102724533	0	0	0	0	0	0
LOC105376498	0	0	0	0	0	0
ZNF248	8.21	8.137	8.134	8.036	6.556	7.319
ZNF33BP1	0.2176	0	0.1502	0.1085	0	0
LOC107984224	11.85	11.58	9.19	8.346	7.919	7.794
ZNF25	7.024	7.483	6.129	5.931	6.507	6.746
ZNF25-DT	0	0	0	0.05331	0.05569	0
ZNF33A	19.25	19.77	17.43	16.58	16.93	17.36
ZNF37A	11.27	11.39	9.86	9.54	11.61	11.41
LOC105376500	0	0	0	0.08083	0	0
CCNYL4	0.02427	0	0	0	0	0.02156
HSD17B7P2	16.44	15.6	18.94	20.95	12.72	14.48
SEPTIN7P9	1.529	1.368	1.172	1.355	1.681	0.981
LOC101929540	2.664	2.836	2.112	2.091	2.362	2.543
LINC00999	3.219	3.26	2.974	3.21	2.792	3.349
LOC107984177	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0
LOC105378267	0.0644	0	0	0	0.03354	0.05721
LOC101929373	0	0	0	0	0	0
LOC441666	4.409	4.606	3.276	2.753	6.942	7.025
CCNYL2	0.7949	1.243	0.9378	1.118	1.147	1.249
LINC00839	26.32	23.89	18.49	19.31	26.2	25.98
ZNF37BP	8.581	8.324	5.677	5.921	7.49	8.688
ZNF33B	19.54	20.62	16.7	17.03	21.03	20.72
LOC105378268	2.759	2.49	2.226	2.159	2.609	2.526
LINC01518	0.1713	0	0.536	0.3075	0.4283	0.2739
LINC02632	0	0	0	0	0	0
LOC283028	0.08378	0.09637	0.1079	0.1337	0.06982	0.1042
LOC105378269	0	0	0.09886	0	0	0
BMS1	28.74	29.82	29.2	29.1	30.68	32.48
LINC02623	0	0	0	0.03919	0	0
LINC01264	0	0.155	0	0	0	0
MIR5100	0	0	0	0	0	0
RET	0.2388	0.1259	0.04577	0.1587	0.1762	0.1237
CSGALNACT2	13.7	13.42	17.15	16.62	14.64	16.66
RASGEF1A	0.03589	0.04128	0.08256	0.1074	0.03739	0.09564
LOC107984225	0	0	0.03482	0	0.03942	0.03362
LOC105378271	0	0	0	0	0	0
LINC02633	0	0	0	0	0	0
LOC107984226	0.1153	0	0	0.115	0	0
FXYD4	0	0	0	0	0.09008	0
HNRNPF	260.4	272.9	250.2	245.6	320.1	335.6
SNORD3J	0	0	0	0	0	0
ZNF487	1.545	1.453	1.283	1.109	1.394	1.256
LOC105379857	0	0.02436	0.05846	0.08447	0.04412	0.03762
ZNF239	10.4	9.643	8.861	10.07	10.82	12.24
ZNF485	7.244	6.953	5.394	5.23	7.761	8.314
ZNF32-AS3	0.03494	0.1206	0	0	0	0.03104
ZNF32	67.86	66.25	63.32	62.46	67.76	67.02
ZNF32-AS1	26.54	27.85	23.42	23.99	27.81	29.51
ZNF32-AS2	17.94	15.75	15.41	16.33	15.43	17.92
LOC105378274	4.464	1.4	1.494	1.619	2.114	1.081
LINC02658	0	0	0	0	0	0
LOC105378275	0	0	0	0	0	0
HNRNPA3P1	2.622	2.758	2.392	2.346	2.521	3.145
LOC107984189	0	0	0	0	0	0
LINC00619	0	0	0	0	0	0
LINC00840	0	0	0	0	0	0
LINC02659	0	0	0	0	0	0
LINC00841	0	0	0	0	0	0
CXCL12	0.04471	0.03674	0.01176	0.05095	0.09315	0.09646
LINC02881	0.06068	0	0	0	0	0
LOC107984179	0	0	0	0.02407	0	0
TMEM72-AS1	0.02041	0.02348	0.05635	0.02035	0.02126	0.03627
TMEM72	0	0	0.01025	0	0.01161	0.009898
RASSF4	1.42	1.475	0.5959	0.7451	1.712	1.781
LOC105378281	0.4789	0.5141	0.235	0.2228	0.1995	0.3687
DEPP1	0.5401	0.8406	0.4093	0.4119	0.8606	0.621
ZNF22-AS1	0.4535	0.4031	0.4363	0.4316	0.5583	0.6409
ZNF22	0.1922	0.07369	0.2063	0.3833	0.2336	0.1138
RSU1P2	0.03653	0.04202	0	0.07285	0.03805	0
ANKRD30BP3	0	0	0	0	0	0
MIR3156-1	0	0	0	0	0	0
LOC105378283	0.05618	0	0.0517	0.05602	0.05853	0
OR13A1	0.01085	0.01248	0	0.01082	0	0
ALOX5	0	0.09908	0.09512	0.1031	0.1077	0.07652
LOC102724323	0	0	0	0.1448	0	0
MARCHF8	10.23	10.74	9.889	9.713	8.613	9.294
LOC105378286	1.851	2.13	1.785	2.11	1.47	1.41
ZFAND4	1.429	1.37	1.365	1.263	1.229	1.462
AGAP10P	3.519	2.511	4.428	5.287	3.063	3.087
WASHC2C	23.47	22.75	24	24.56	18.07	19.15
FAM25EP	0	0.4813	0	0.2086	0	0
AGAP4	4.021	3.476	5.454	6.42	3.705	3.717
PARGP1-AGAP4	3.927	3.832	5.85	6.69	3.868	4.1
PARGP1	5.443	5.726	8.861	9.927	5.864	5.827
TIMM23	117.2	117.9	147.4	143.3	134.9	137.1
SNORA74C-1	0	0	0	0.3293	0	0
NCOA4	104.2	106.6	117	111.8	111.9	116.2
LOC105378287	0.1015	0.1557	0.09345	0.06751	0.2468	0.2706
MSMB	3.136	4.078	5.145	4.079	5.824	5.693
AGAP7P	5.429	4.571	7.133	8.372	4.46	5.072
ANTXRLP1	0	0	0	0	0	0
LOC105378577	0.176	0.135	0	0.05851	0.06113	0.2085
ANTXRL	0.6491	0.6122	0.3942	0.3883	0.6356	0.6573
LOC107984026	5.708	4.692	6.463	7.349	4.644	4.998
FAM25BP	0	0	0	0	0	0
ANXA8L1	0	0.03832	0.03066	0.03322	0.06941	0.1184
LINC00842	0.2345	0.2158	0.2374	0.2105	0.562	0.3334
HNRNPA1P33	9.321	9.292	6.519	5.825	8.545	8.722
LOC107987152	0.05717	0.09042	0.04603	0.04276	0.1042	0.08888
NPY4R	0.03974	0.07315	0.03657	0.03171	0.05797	0.05649
GPRIN2	8.1	8.005	3.912	3.932	6.283	6.505
SYT15	0.4283	0.3963	0.1457	0.2229	0.3395	0.3474
SYT15-AS1	1.204	1.18	0.3284	0.4448	0.883	1.308
LOC105378289	0.436	0.2508	0.4012	0	0.2271	0.1937
SHLD2P1	4.361	4.145	5.728	5.206	5.609	5.729
LINC02637	0.125	0.3595	0.1726	0.1558	0.1954	0.1944
LOC101927584	0	0	0	0	0	0
FAM245B	0	0	0.02064	0	0.02337	0
GLUD1P2	2.772	3.189	4.719	4.699	4.043	3.201
BMS1P1	3.785	2.872	3.323	4.076	3.098	3.561
FRMPD2B	1.488	0.9949	0.1592	0.276	0.865	0.7684
PTPN20	2.757	2.354	2.261	1.914	2.732	2.709
LOC105378291	0	0	0	0	0	0
LOC101929216	0	0	0	0	0	0
GDF10	0	0	0	0	0	0
GDF2	0	0	0	0	0	0
RBP3	0.0157	0	0	0	0.01636	0
ZNF488	0.1154	0.118	0.03539	0.1278	0.2671	0.2961
LOC107001062	0	0	0	0	0	0
LINC03029	0	0	0	0	0	0
ANXA8	0	0.02824	0.01129	0.03672	0.06393	0.02181
FAM25G	0	0	0	0	0	0
BMS1P2-AGAP9	3.323	2.698	3.434	4.004	2.647	3.236
AGAP9	3.866	3.246	4.233	5.178	3.116	3.71
LOC107987147	1.744	1.464	1.25	1.896	1.46	1.512
BMS1P2	1.69	1.268	1.133	1.357	1.149	1.425
CTSLP2	0.1829	0.1402	0.0561	0.1824	0.0635	0.1625
LINC02675	0	0	0.01576	0	0	0
SHLD2P3	9.556	10.42	10.96	10.04	10.83	11.03
LOC102724603	0.1417	0.2853	0.1304	0.1413	0.2215	0.1889
LOC102724593	1.913	2.085	0.4633	0.502	1.468	2.147
SYT15B	0.6174	0.5356	0.1257	0.1817	0.3743	0.4766
NPY4R2	0.06141	0.04239	0.05652	0.0245	0.07677	0.07638
FAM25C	0	0	0	0	0	0
AGAP12P	3.335	2.75	3.966	5.365	3.146	3.019
FRMPD2	3.233	3.261	0.688	0.6294	2.306	2.389
MAPK8	17.26	17.62	13.48	13.61	18.27	19.52
ARHGAP22	0.1758	0.1537	0.08411	0.07713	0.1318	0.1811
ARHGAP22-IT1	0	0.06779	0	0	0	0
WDFY4	0	0.005827	0	0	0.005277	0
LOC105378299	0	0	0	0	0	0
LRRC18	0	0	0	0	0	0
LOC105378298	0	0	0	0	0	0
MIR4294	0	0	0	0	0	0
VSTM4	0	0	0.006944	0.007524	0.007861	0.01341
FAM170B-AS1	0	0	0	0	0	0
FAM170B	0	0	0	0	0	0
TMEM273	0	0	0	0	0	0
C10orf71-AS1	0	0	0	0	0	0
C10orf71	0	0	0	0.01591	0.008311	0.007088
DRGX	0.02116	0	0	0	0.02205	0.0188
ERCC6	7.507	8.168	6.117	6.713	7.189	7.777
PGBD3	3.954	4.24	3.83	4.239	4.335	4.41
CHAT	0	0	0	0	0	0
SLC18A3	0	0	0	0	0	0
C10orf53	0	0	0	0	0	0.02319
OGDHL	6.636	7.503	4.697	5.821	6.965	7.431
PARG	24.76	25.68	26.06	26.5	27.61	29.95
TIMM23B	7.097	7.429	9.006	9.913	7.968	8.459
TIMM23B-AGAP6	7.326	6.872	8.272	9.109	6.775	7.58
SNORA74C-2	0	0	0.3039	0.3293	0	0
AGAP6	4.875	4.118	5.299	5.743	4.067	4.886
FAM21EP	2.537	2.313	2.847	2.098	1.773	2.062
WASHC2A	25.41	25.33	27.96	28.14	20.36	21.76
ASAH2	5.559	5.728	6.013	5.281	5.737	6.027
SGMS1	13.05	13.28	6.238	6.444	7.696	7.949
SGMS1-AS1	3.883	4.136	1.367	1.845	2.307	2.57
LOC105378302	1.371	1.802	1.081	0.6509	1.768	1.508
ASAH2B	8.547	8.899	8.327	7.586	8.944	9.72
A1CF	0.06362	0.01626	0.01951	0.02115	0.01473	0.01256
PRKG1	0.03807	0.007299	0.01168	0.01265	0	0.02255
LOC102724719	0.1604	0	0	0	0	0
MIR605	0	0	0	0	0	0
CSTF2T	30.27	31.39	28.43	28.14	34.35	36.44
PRKG1-AS1	0	0	0.02751	0	0	0
DKK1	0	0	0	0	0	0
LNCAROD	0	0	0	0	0	0
LOC105378305	0	0	0	0	0	0
MBL2	0.03299	0	0	0	0.01719	0
LOC105378307	0	0	0.03259	0	0	0.03146
LOC105378306	0	0	0	0	0	0.1975
LOC105378308	0.1466	0.2623	0.02249	0.008122	0.0594	0.1013
LINC02672	7.588	6.576	0.1913	0.2073	2.527	2.37
LOC105378310	0.1245	0.1432	0	0	0	0
PCDH15	0.01554	0.02503	0	0	0.01295	0.005523
LOC105378311	0	0	0	0	0	0
MIR548F1	0	0	0	0	0	0
MTRNR2L5	0	0.04593	0	0.1195	0	0
ZWINT	103.9	111.1	73.65	76.35	197.8	206
MIR3924	0	0	0	0	0	0
LOC105378313	0	0	0	0	0	0
LOC105378314	0	0	0	0	0	0
IPMK	4.955	4.79	3.266	3.405	4.706	5.41
CISD1	27.37	28.06	17.23	15.5	31.58	31.95
LOC112268068	0	0	0	0	0	0
UBE2D1	18.37	19.41	21.9	19.68	26.54	25.99
TFAM	56.29	59.05	39.37	37.27	71.81	74.83
LOC105378316	0	0.06351	0	0.1101	0.1726	0.0981
BICC1	0.007964	0.0229	0.04031	0.03971	0.112	0.1238
LOC107984234	0	0	0	0	0	0.01327
FAM133CP	1.31	1.445	1.082	0.9862	1.197	1.401
LINC00844	0	0.1176	4.139	3.058	2.449	2.997
LOC102724768	0	0	0	0.08232	0	0
CCEPR	0.05384	0	0.02477	0.02685	0.02805	0.02392
PHYHIPL	0.1132	0.05582	0.1935	0.2097	0.06741	0.1581
FAM13C	0.08166	0.09394	0.5386	0.4615	0.1701	0.2297
LOC102724778	0	0	0	0	0	0
LOC107984235	0	0	0	0	0	0
LOC105378318	0	0	0.08276	0.1794	0	0.07989
LOC105378319	0	0.06451	0.1032	0	0	0
SLC16A9	10.94	12.01	7.923	8.2	5.669	6.552
MRLN	0	0	0	0	0.08188	0
CCDC6	39.15	39.4	38.21	37.65	39.06	42.93
LINC01553	0.03711	0	0	0	0	0
ANK3	44.74	45.75	35.11	35.02	32.67	33.61
LOC107987153	0.2373	0.1502	0.1201	0.1657	0.06181	0.1265
LOC107984292	0.1125	0.07963	0.1593	0.1036	0.05409	0.06919
ANK3-DT	10.65	12.49	6.21	7.189	4.192	4.506
CDK1	137	148.3	78.34	78.85	219	228.2
RHOBTB1	0.04346	0.07142	0.12	0.09287	0.1035	0.1765
LOC107984236	0	0	0	0	0	0
LINC00845	0	0	0	0	0	0
LOC105378323	0	0	0	0	0	0
TMEM26	0	0	0.006365	0	0.007206	0
TMEM26-AS1	0	0	0	0	0	0
CABCOCO1	0	0	0	0	0	0
LINC02625	0	0.0605	0	0	0.01826	0.03115
ARID5B	6.935	7.309	14.83	14.54	9.835	9.514
RTKN2	3.808	4.349	3.108	2.721	6.091	6.836
LOC105378326	0.0679	0	0	0.06771	0	0
LINC02621	0	0.0917	0	0	0	0
LOC283045	0	0	0	0	0.05355	0.06849
ZNF365	1.066	1.234	0.3739	0.3899	1.11	1.069
LOC105378327	0	0	0	0	0	0
ADO	27	29.76	25.31	26.28	33.44	36.62
EGR2	0.06405	0.02456	0.01965	0	0	0
LOC107984012	0	0	0	0	0	0
LOC105378328	0	0	0	0	0	0
NRBF2	17.82	18.39	19.55	18.06	15.2	16.28
JMJD1C	18.74	19.83	11.57	11.33	12.84	13.19
MIR1296	0	0	0	0	0	0
JMJD1C-AS2	0	0	0	0	0	0
JMJD1C-AS1	0.4037	0.6384	0.5107	0.9057	0.3154	0.3586
REEP3	25.58	26.5	21.31	20.29	24.25	24.99
LOC105378329	0	0.0633	0	0	0	0.07333
LOC101929846	0.9554	1.038	0.6838	0.7411	1.272	1.179
LOC107984238	0	0	0	0.08334	0	0
LOC101928859	0	0	0	0	0	0
LOC105378333	0	0	0	0.04771	0	0
LOC105378335	0	0	0	0	0	0
LOC107984239	0	0	0	0	0	0
LOC105378336	0	0	0	0	0	0
ANXA2P3	0	0	0.04592	0	0.05198	0.04433
LINC02671	0	0	0	0	0	0
LOC102724863	0	0	0	0	0	0
LOC105378337	0	0	0	0	0	0
LINC01515	0.0992	0.1141	0	0	0.1033	0.08813
LOC105378338	0	0	0	0	0	0
LOC105378339	0	0	0	0	0	0
CTNNA3	0.1929	0.182	0.00455	0.03945	0.08757	0.07907
LOC105378340	0	0	0.004589	0	0.005195	0
LOC101928961	0.01782	0.0205	0	0	0	0
LRRTM3	1.145	1.279	0.06019	0.0761	0.2839	0.2905
MIR7151	0	0	0	0	0	0
TRS-TGA1-1	0	0	0	0	0	0
DNAJC12	52.72	52.65	20.09	19.11	14.22	12.64
SIRT1	20.38	22.73	19.94	17.76	18.87	19.84
HERC4	13.02	13.08	15.63	16.16	11.76	13.26
POU5F1P5	0	0	0.06615	0	0	0.06386
MYPN	0	0	0	0	0	0.01751
LOC107984240	0	0	0	0	0	0
ATOH7	0.5321	0.4591	0.204	0.2211	0.3696	0.4727
LINC02640	0.1662	0.1274	0	0.05524	0	0
PBLD	9.672	10.78	7.406	6.863	7.575	7.922
HNRNPH3	94.93	96.97	81.42	79.71	79.69	85.64
RUFY2	9.864	10.07	8.844	9.116	8.518	9.14
DNA2	9.166	9.53	4.865	5.158	15.54	18.29
SLC25A16	20.79	20.98	29.48	27.98	22.14	23.93
TET1	0.5338	0.6004	0.3202	0.2878	0.8898	0.8606
CCAR1	125.8	127.2	136.6	132.9	123	126.3
SNORD98	10.05	5.782	10.18	9.023	2.095	12.5
STOX1	1.464	1.357	0.3295	0.231	1.053	0.9448
DDX50	17.84	18.27	15.84	16.29	19.19	19.2
DDX21	194.8	202	169.5	163.3	225.7	237
KIFBP	41.07	40.8	37.03	36.51	40.51	43.85
LOC105378342	0	0.1135	0.09082	0	0	0
SRGN	0.04827	0.02776	0.111	0.02407	0.07543	0.04288
VPS26A	53.79	57.13	46.87	46.27	50.47	53.65
SUPV3L1	40.3	40.43	31.07	30.55	40.39	45.63
LOC101928994	0	0	0	0	0	0
HKDC1	0	0.07063	0.08476	0.04592	0.2719	0.2182
HK1	59.44	60.25	105.9	106.5	60.22	63.61
TACR2	0.1241	0.1712	0.09132	0.3216	0.1809	0.04408
TSPAN15	10.77	11.44	4.763	5.783	9.174	9.694
LOC105378345	0.08425	0.1211	0.07753	0.06301	0.02194	0.131
NEUROG3	0	0.08212	0	0	0	0
LOC101929021	0	0	0	0	0	0
FAM241B	19.66	18.39	19.56	20.63	20.9	20.5
LINC02651	0	0	0	0	0	0
COL13A1	0.2348	0.1125	0.03601	0.09755	0.1834	0.0869
LOC105378347	0	0	0	0	0	0
LOC107984242	0	0	0	0	0	0
LINC02636	0	0	0	0	0.02503	0.02134
MACROH2A2	49.37	52.98	25.15	26.25	47.04	47.54
AIFM2	2.238	2.193	1.202	1.426	2.051	1.896
TYSND1	30.77	31.64	25.22	27.17	32.23	34.57
SAR1A	45.02	45.92	53.82	50.5	50.82	55.55
PPA1	206.2	206.9	147	142	205.2	205.4
NPFFR1	0.01457	0.008377	0.006702	0.007263	0.007587	0.00647
LRRC20	36.01	38.51	19.75	18.94	44.87	48.54
EIF4EBP2	61.56	64.22	39.35	39.14	63.52	67.84
NODAL	0.2323	0.0668	0.05344	0.08686	0.1512	0.129
PALD1	0.07778	0.0671	0.008947	0.03878	0.0709	0.07774
PRF1	0	0	0	0	0	0
ADAMTS14	0.04294	0	0.009878	0	0.03355	0.01907
TBATA	0.0221	0	0.183	0.1543	0.09209	0.09816
SGPL1	41.2	43.67	38.11	37.02	31.35	33.66
PCBD1	246.8	245.4	229.7	224.2	272.2	246.9
LINC02622	0	0	0	0	0	0
LOC105378350	0	0	0	0	0	0
LOC105378351	0	0	0	0	0	0
UNC5B	1.226	1.119	0.2474	0.2681	0.5272	0.6181
UNC5B-AS1	0	0	0	0	0	0
LOC107987148	0	0	0	0	0	0
LOC112268061	0	0	0	0.004574	0.004779	0
SLC29A3	10.73	10.47	7.547	7.954	8.517	8.196
LOC105378353	0.5175	0.5953	0.5027	0.4587	0.4193	0.5108
CDH23	0.03924	0.05077	0.04062	0.02445	0.04598	0.04793
LOC105378356	0	0	0	0	0	0
CDH23-AS1	0	0	0	0	0	0
LOC105378355	0	0	0	0	0	0
C10orf105	0	0	0	0	0.01128	0.01924
VSIR	0.1858	0.06575	0.06575	0.07125	0.07443	0.06347
MIR7152	0	0	0	0	0	0
PSAP	699.5	715.9	618.4	632.1	610.8	631.1
CHST3	1.366	1.468	1.13	1.17	1.782	2.016
SPOCK2	1.082	1.034	0.9477	0.9312	1.018	1.023
ASCC1	21.99	21.29	20.75	21.58	18.89	19.01
ANAPC16	63.53	65.47	63.59	62.62	57.83	58.06
DDIT4	260	264	211.6	233.2	220.3	228.2
DNAJB12	43.22	43.9	48.7	50.77	37.54	39.26
MICU1	81.33	84.05	60.11	59.36	65.08	65.66
MCU	26.41	27.52	13.18	12.49	21.91	23.06
MIR4676	0	0	0.8609	0	0	0
OIT3	0.09144	0.03506	0	0	0.03175	0.05415
PLA2G12B	0	0	0.0344	0.07455	0	0
P4HA1	96.16	102.6	136.2	131.2	91.26	91.93
NUDT13	7.484	5.523	6.082	7.069	5.384	5.721
SNORA11F	18.42	21.19	14.04	23.61	9.868	14.96
ECD	35.43	37.43	42.1	40.4	36.93	37.72
FAM149B1	13.11	12.68	10.84	10.37	15.53	16.42
LOC105378358	0	0.04143	0	0	0.07505	0.064
DNAJC9	35.04	37.34	23.82	26.05	54.46	56.58
DNAJC9-AS1	4.618	4.109	2.971	3.364	4.867	5.048
MRPS16	139.4	142.8	121.4	122.7	153.6	160.7
CFAP70	6.504	5.635	4.46	5.155	5.385	5.963
ANXA7	105.8	108.8	117.4	113	98.31	103.3
MSS51	0.556	0.7675	0.921	0.7208	0.8399	0.8397
PPP3CB	21.96	23.72	21.63	21.3	30.09	32.99
PPP3CB-AS1	22.26	21.45	19.45	22.57	8.57	10.63
USP54	111.2	110.7	97.1	100.7	40.65	42.92
MYOZ1	0.9327	0.8344	0.09536	0.2067	0.2699	0.1841
SYNPO2L	0.03644	0.02795	0.19	0.06057	0	0.01079
SYNPO2L-AS1	0	0	0.3308	0.2867	0	0.1916
BMS1P4-AGAP5	3.584	2.958	5.354	6.531	2.767	3.633
AGAP5	2.554	2.204	4.574	5.371	2.43	2.689
BMS1P4	4.88	3.795	6.705	8.054	3.007	4.793
GLUD1P3	6.089	5.794	8.855	10.65	5.482	6.745
SEC24C	100.5	102.7	161	165.6	95.75	105.5
FUT11	15.21	15.4	20.16	20.99	19.73	21.5
LOC107984243	3.649	3.551	2.789	2.799	2.982	3.989
CHCHD1	113.6	121	120.5	116	140.4	125.8
ZSWIM8	28.77	26.4	38.06	43.61	21.75	24.43
ZSWIM8-AS1	19.84	17.94	27.21	28.52	14.9	17.83
NDST2	17.67	16.61	14.88	15.84	15.34	16.68
CAMK2G	18.04	16.9	13.51	13.79	16.7	18.3
PLAU	0.024	0.138	0.06625	0.1675	0.175	0.1279
